para_id,sent_id,sentence,label
P002041,P002041_S004,"Maya is the limited, purely physical and mental reality in which our everyday consciousness has become entangled.",0
P002041,P002041_S005,Maya gets destroyed for a person when s/he perceives Brahman with transcendental knowledge.,0
P002042,P002042_S000,"In contrast, Joseph Smith, the founder of the Latter Day Saint movement, taught: ""There is no such thing as immaterial matter.",1
P002042,P002042_S001,"All spirit is matter, but it is more fine or pure, and can only be discerned by purer eyes; We cannot see it; but when our bodies are purified we shall see that it is all matter.""",0
P002042,P002042_S002,This spirit element has always existed; it is co-eternal with God.,0
P002042,P002042_S003,"It is also called ""intelligence"" or ""the light of truth"", which like all observable matter ""was not created or made, neither indeed can be"".",0
P002042,P002042_S004,"Members of the Church of Jesus Christ of Latter-day Saints view the revelations of Joseph Smith as a restoration of original Christian doctrine, which they believe post-apostolic theologians began to corrupt in the centuries after Christ.",1
P002042,P002042_S005,"The writings of many[quantify] of these theologians indicate a clear influence of Greek metaphysical philosophies such as Neoplatonism, which characterized divinity as an utterly simple, immaterial, formless, substance/essence (ousia) that transcended all that was physical.",0
P002042,P002042_S006,"Despite strong opposition from many Christians, this metaphysical depiction of God eventually became incorporated into the doctrine of the Christian church, displacing the original Judeo-Christian concept of a physical, corporeal God who created humans in His image and likeness.",0
P002043,P002043_S000,"An argument for idealism, such as those of Hegel and Berkeley, is ipso facto an argument against materialism.",1
P002043,P002043_S001,"Matter can be argued to be redundant, as in bundle theory, and mind-independent properties can in turn be reduced to subjective percepts.",0
P002043,P002043_S002,"Berkeley presents an example of the latter by pointing out that it is impossible to gather direct evidence of matter, as there is no direct experience of matter; all that is experienced is perception, whether internal or external.",0
P002043,P002043_S003,"As such, the existence of matter can only be assumed from the apparent (perceived) stability of perceptions; it finds absolutely no evidence in direct experience.",0
P002044,P002044_S000,"If matter and energy are seen as necessary to explain the physical world, but incapable of explaining mind, dualism results.",1
P002044,P002044_S001,"Emergence, holism, and process philosophy seek to ameliorate the perceived shortcomings of traditional (especially mechanistic) materialism without abandoning materialism entirely.",0
P002045,P002045_S000,"Some critics object to materialism as part of an overly skeptical, narrow or reductivist approach to theorizing, rather than to the ontological claim that matter is the only substance.",1
P002045,P002045_S001,Particle physicist and Anglican theologian John Polkinghorne objects to what he calls promissory materialism — claims that materialistic science will eventually succeed in explaining phenomena it has not so far been able to explain.,0
P002045,P002045_S002,"Polkinghorne prefers ""dual-aspect monism"" to faith in materialism.",0
P002046,P002046_S000,"Modern philosophical materialists extend the definition of other scientifically observable entities such as energy, forces, and the curvature of space.",1
P002046,P002046_S001,"However philosophers such as Mary Midgley suggest that the concept of ""matter"" is elusive and poorly defined.",1
P002047,P002047_S000,"Materialism typically contrasts with dualism, phenomenalism, idealism, vitalism, and dual-aspect monism.",1
P002047,P002047_S001,"Its materiality can, in some ways, be linked to the concept of Determinism, as espoused by Enlightenment thinkers.",1
P002048,P002048_S000,"Scientific ""Materialism"" is often synonymous with, and has so far been described, as being a reductive materialism.",0
P002048,P002048_S001,"In recent years, Paul and Patricia Churchland have advocated a radically contrasting position (at least, in regards to certain hypotheses); eliminativist materialism holds that some mental phenomena simply do not exist at all, and that talk of those mental phenomena reflects a totally spurious ""folk psychology"" and introspection illusion.",1
P002048,P002048_S002,"That is, an eliminative materialist might suggest that a concept like ""belief"" simply has no basis in fact - the way folk science speaks of demon-caused illnesses.",0
P002048,P002048_S003,"Reductive materialism being at one end of a continuum (our theories will reduce to facts) and eliminative materialism on the other (certain theories will need to be eliminated in light of new facts), Revisionary materialism is somewhere in the middle.",1
P002049,P002049_S000,"Some scientific materialists have been criticized, for example by Noam Chomsky, for failing to provide clear definitions for what constitutes matter, leaving the term ""materialism"" without any definite meaning.",1
P002049,P002049_S001,"Chomsky also states that since the concept of matter may be affected by new scientific discoveries, as has happened in the past, scientific materialists are being dogmatic in assuming the opposite.",1
P002050,P002050_S000,The concept of matter has changed in response to new scientific discoveries.,1
P002050,P002050_S001,Thus materialism has no definite content independent of the particular theory of matter on which it is based.,0
P002050,P002050_S002,"According to Noam Chomsky, any property can be considered material, if one defines matter such that it has that property.",0
P002051,P002051_S000,"Kant argued against all three forms of materialism, subjective idealism (which he contrasts with his ""transcendental idealism"") and dualism.",1
P002051,P002051_S001,"However, Kant also argues that change and time require an enduring substrate, and does so in connection with his Refutation of Idealism.",0
P002051,P002051_S002,Postmodern/poststructuralist thinkers also express a skepticism about any all-encompassing metaphysical scheme.,0
P002051,P002051_S003,"Philosopher Mary Midgley, among others, argues that materialism is a self-refuting idea, at least in its eliminative form.",0
P002052,P002052_S000,"A Christian ( pronunciation (help·info)) is a person who adheres to Christianity, an Abrahamic, monotheistic religion based on the life and teachings of Jesus Christ.",1
P002052,P002052_S001,"""Christian"" derives from the Koine Greek word Christós (Χριστός), a translation of the Biblical Hebrew term mashiach.",1
P002053,P002053_S000,There are diverse interpretations of Christianity which sometimes conflict.,0
P002053,P002053_S001,"However, ""Whatever else they might disagree about, Christians are at least united in believing that Jesus has a unique significance.""",0
P002053,P002053_S002,"The term ""Christian"" is also used adjectivally to describe anything associated with Christianity, or in a proverbial sense ""all that is noble, and good, and Christ-like.""",0
P002053,P002053_S003,"It is also used as a label to identify people who associate with the cultural aspects of Christianity, irrespective of personal religious beliefs or practices.",0
P002054,P002054_S000,"According to a 2011 Pew Research Center survey, there were 2.2 billion Christians around the world in 2010, up from about 600 million in 1910.",1
P002054,P002054_S001,"By 2050, the Christian population is expected to exceed 3 billion.",0
P002054,P002054_S002,"According to a 2012 Pew Research Center survey Christianity will remain the world's largest religion in 2050, if current trends continue.",1
P002055,P002055_S000,"Today, about 37% of all Christians live in the Americas, and about 26% live in Europe, 24% of total Christians live in sub-Saharan Africa, about 13% in Asia and the Pacific, and 1% of the world's Christians live in the Middle east and North Africa.",1
P002055,P002055_S001,"About half of all Christians worldwide are Catholic, while more than a third are Protestant (37%).",0
P002055,P002055_S002,Orthodox communions comprise 12% of the world's Christians.,0
P002055,P002055_S003,Other Christian groups make up the remainder.,0
P002055,P002055_S004,Christians make up the majority of the population in 158 countries and territories.,0
P002055,P002055_S005,280 million Christian live as a minority.,0
P002056,P002056_S000,"The Greek word Χριστιανός (Christianos), meaning ""follower of Christ"", comes from Χριστός (Christos), meaning ""anointed one"", with an adjectival ending borrowed from Latin to denote adhering to, or even belonging to, as in slave ownership.",1
P002056,P002056_S001,"In the Greek Septuagint, christos was used to translate the Hebrew מָשִׁיחַ (Mašíaḥ, messiah), meaning ""[one who is] anointed.""",1
P002056,P002056_S002,"In other European languages, equivalent words to Christian are likewise derived from the Greek, such as Chrétien in French and Cristiano in Spanish.",1
P002057,P002057_S000,"The first recorded use of the term (or its cognates in other languages) is in the New Testament, in Acts 11:26, after Barnabas brought Saul (Paul) to Antioch where they taught the disciples for about a year, the text says: ""[...] the disciples were called Christians first in Antioch.""",1
P002057,P002057_S001,"The second mention of the term follows in Acts 26:28, where Herod Agrippa II replied to Paul the Apostle, ""Then Agrippa said unto Paul, Almost thou persuadest me to be a Christian.""",1
P002057,P002057_S002,"The third and final New Testament reference to the term is in 1 Peter 4:16, which exhorts believers: ""Yet if [any man suffer] as a Christian, let him not be ashamed; but let him glorify God on this behalf.""",1
P002058,P002058_S000,Kenneth Samuel Wuest holds that all three original New Testament verses' usages reflect a derisive element in the term Christian to refer to followers of Christ who did not acknowledge the emperor of Rome.,1
P002058,P002058_S001,"The city of Antioch, where someone gave them the name Christians, had a reputation for coming up with such nicknames.",1
P002058,P002058_S002,"However Peter's apparent endorsement of the term led to its being preferred over ""Nazarenes"" and the term Christianoi from 1 Peter becomes the standard term in the Early Church Fathers from Ignatius and Polycarp onwards.",1
P002059,P002059_S000,"The earliest occurrences of the term in non-Christian literature include Josephus, referring to ""the tribe of Christians, so named from him;"" Pliny the Younger in correspondence with Trajan; and Tacitus, writing near the end of the 1st century.",1
P002059,P002059_S001,"In the Annals he relates that ""by vulgar appellation [they were] commonly called Christians"" and identifies Christians as Nero's scapegoats for the Great Fire of Rome.",1
P002060,P002060_S000,"Another term for Christians which appears in the New Testament is ""Nazarenes"" which is used by the Jewish lawyer Tertullus in Acts 24.",1
P002060,P002060_S001,"Tertullian (Against Marcion 4:8) records that ""the Jews call us Nazarenes,"" while around 331 AD Eusebius records that Christ was called a Nazoraean from the name Nazareth, and that in earlier centuries ""Christians,"" were once called ""Nazarenes.""",1
P002060,P002060_S002,"The Hebrew equivalent of ""Nazarenes"", Notzrim, occurs in the Babylonian Talmud, and is still the modern Israeli Hebrew term for Christian.",1
P002061,P002061_S000,A wide range of beliefs and practices is found across the world among those who call themselves Christian.,0
P002061,P002061_S001,"Denominations and sects disagree on a common definition of ""Christianity"".",0
P002061,P002061_S002,"For example, Timothy Beal notes the disparity of beliefs among those who identify as Christians in the United States as follows:",1
P002062,P002062_S000,"Linda Woodhead attempts to provide a common belief thread for Christians by noting that ""Whatever else they might disagree about, Christians are at least united in believing that Jesus has a unique significance.""",1
P002062,P002062_S001,"Philosopher Michael Martin, in his book The Case Against Christianity, evaluated three historical Christian creeds (the Apostles' Creed, the Nicene Creed and the Athanasian Creed) to establish a set of basic assumptions which include belief in theism, the historicity of Jesus, the Incarnation, salvation through faith in Jesus, and Jesus as an ethical role model.",1
P002063,P002063_S000,The identification of Jesus as the Messiah is not accepted by Judaism.,1
P002063,P002063_S001,"The term for a Christian in Hebrew is נוּצְרי (Notzri—""Nazarene""), a Talmudic term originally derived from the fact that Jesus came from the Galilean village of Nazareth, today in northern Israel.",1
P002063,P002063_S002,"Adherents of Messianic Judaism are referred to in modern Hebrew as יְהוּדִים מָשִׁיחַיים (Yehudim Meshihi'im—""Messianic Jews"").",1
P002064,P002064_S000,"In Arabic-speaking cultures, two words are commonly used for Christians: Naṣrānī (نصراني), plural Naṣārā (نصارى) is generally understood to be derived from Nazareth through the Syriac (Aramaic); Masīḥī (مسيحي) means followers of the Messiah.",1
P002064,P002064_S001,"The term Nasara rose to prominence in July 2014, after the Fall of Mosul to the terrorist organization Islamic State of Iraq and the Levant.",1
P002064,P002064_S002,The nun or ن— the first letter of Nasara—was spray-painted on the property of Christians ejected from the city.,0
